f_S[GHz],real(Zin),imag(Zin)
11.13,2.92E-02,-46.06
11.14,2.92E-02,-46.02
11.15,2.91E-02,-45.98
11.16,2.91E-02,-45.93
11.17,2.90E-02,-45.89
11.18,2.90E-02,-45.85
11.19,2.89E-02,-45.81
11.2,2.89E-02,-45.77
11.21,2.89E-02,-45.73
11.22,2.88E-02,-45.69
11.23,2.88E-02,-45.65
11.24,2.87E-02,-45.61
11.25,2.87E-02,-45.57
11.26,2.86E-02,-45.53
11.27,2.86E-02,-45.49
11.28,2.85E-02,-45.45
11.29,2.85E-02,-45.4
11.3,2.85E-02,-45.36
11.31,2.84E-02,-45.32
11.32,2.84E-02,-45.28
11.33,2.83E-02,-45.24
11.34,2.83E-02,-45.2
11.35,2.82E-02,-45.16
11.36,2.82E-02,-45.12
11.37,2.81E-02,-45.08
11.38,2.81E-02,-45.05
11.39,2.81E-02,-45.01
11.4,2.80E-02,-44.97
11.41,2.80E-02,-44.93
11.42,2.79E-02,-44.89
11.43,2.79E-02,-44.85
11.44,2.78E-02,-44.81
11.45,2.78E-02,-44.77
11.46,2.78E-02,-44.73
11.47,2.77E-02,-44.69
11.48,2.77E-02,-44.65
11.49,2.76E-02,-44.61
11.5,2.76E-02,-44.57
11.51,2.75E-02,-44.54
11.52,2.75E-02,-44.5
11.53,2.75E-02,-44.46
11.54,2.74E-02,-44.42
11.55,2.74E-02,-44.38
11.56,2.73E-02,-44.34
11.57,2.73E-02,-44.3
11.58,2.73E-02,-44.27
11.59,2.72E-02,-44.23
11.6,2.72E-02,-44.19
11.61,2.71E-02,-44.15
11.62,2.71E-02,-44.11
11.63,2.70E-02,-44.08
11.64,2.70E-02,-44.04
11.65,2.70E-02,-44
11.66,2.69E-02,-43.96
11.67,2.69E-02,-43.92
11.68,2.68E-02,-43.89
11.69,2.68E-02,-43.85
11.7,2.68E-02,-43.81
11.71,2.67E-02,-43.77
11.72,2.67E-02,-43.74
11.73,2.66E-02,-43.7
11.74,2.66E-02,-43.66
11.75,2.66E-02,-43.63
11.76,2.65E-02,-43.59
11.77,2.65E-02,-43.55
11.78,2.64E-02,-43.51
11.79,2.64E-02,-43.48
11.8,2.64E-02,-43.44
11.81,2.63E-02,-43.4
11.82,2.63E-02,-43.37
11.83,2.62E-02,-43.33
11.84,2.62E-02,-43.29
11.85,2.62E-02,-43.26
11.86,2.61E-02,-43.22
11.87,2.61E-02,-43.18
11.88,2.60E-02,-43.15
11.89,2.60E-02,-43.11
11.9,2.60E-02,-43.07
11.91,2.59E-02,-43.04
11.92,2.59E-02,-43
11.93,2.59E-02,-42.97
11.94,2.58E-02,-42.93
11.95,2.58E-02,-42.89
11.96,2.57E-02,-42.86
11.97,2.57E-02,-42.82
11.98,2.57E-02,-42.79
11.99,2.56E-02,-42.75
12,2.56E-02,-42.72
12.01,2.55E-02,-42.68
12.02,2.55E-02,-42.64
12.03,2.55E-02,-42.61
12.04,2.54E-02,-42.57
12.05,2.54E-02,-42.54
12.06,2.54E-02,-42.5
12.07,2.53E-02,-42.47
12.08,2.53E-02,-42.43
12.09,2.52E-02,-42.4
12.1,2.52E-02,-42.36
12.11,2.52E-02,-42.33
12.12,2.51E-02,-42.29
12.13,2.51E-02,-42.26
12.14,2.51E-02,-42.22
12.15,2.50E-02,-42.19
12.16,2.50E-02,-42.15
12.17,2.49E-02,-42.12
12.18,2.49E-02,-42.08
12.19,2.49E-02,-42.05
12.2,2.48E-02,-42.01
12.21,2.48E-02,-41.98
12.22,2.48E-02,-41.95
12.23,2.47E-02,-41.91
12.24,2.47E-02,-41.88
12.25,2.47E-02,-41.84
12.26,2.46E-02,-41.81
12.27,2.46E-02,-41.77
12.28,2.45E-02,-41.74
12.29,2.45E-02,-41.71
12.3,2.45E-02,-41.67
12.31,2.44E-02,-41.64
12.32,2.44E-02,-41.6
12.33,2.44E-02,-41.57
12.34,2.43E-02,-41.54
12.35,2.43E-02,-41.5
12.36,2.43E-02,-41.47
12.37,2.42E-02,-41.44
12.38,2.42E-02,-41.4
12.39,2.42E-02,-41.37
12.4,2.41E-02,-41.34
12.41,2.41E-02,-41.3
12.42,2.41E-02,-41.27
12.43,2.40E-02,-41.24
12.44,2.40E-02,-41.2
12.45,2.40E-02,-41.17
12.46,2.39E-02,-41.14
12.47,2.39E-02,-41.1
12.48,2.38E-02,-41.07
12.49,2.38E-02,-41.04
12.5,2.38E-02,-41
12.51,2.37E-02,-40.97
12.52,2.37E-02,-40.94
12.53,2.37E-02,-40.91
12.54,2.36E-02,-40.87
12.55,2.36E-02,-40.84
12.56,2.36E-02,-40.81
12.57,2.35E-02,-40.78
12.58,2.35E-02,-40.74
12.59,2.35E-02,-40.71
12.6,2.34E-02,-40.68
12.61,2.34E-02,-40.65
12.62,2.34E-02,-40.61
12.63,2.33E-02,-40.58
12.64,2.33E-02,-40.55
12.65,2.33E-02,-40.52
12.66,2.32E-02,-40.49
12.67,2.32E-02,-40.45
12.68,2.32E-02,-40.42
12.69,2.31E-02,-40.39
12.7,2.31E-02,-40.36
12.71,2.31E-02,-40.33
12.72,2.30E-02,-40.3
12.73,2.30E-02,-40.26
12.74,2.30E-02,-40.23
12.75,2.29E-02,-40.2
12.76,2.29E-02,-40.17
12.77,2.29E-02,-40.14
12.78,2.28E-02,-40.11
12.79,2.28E-02,-40.07
12.8,2.28E-02,-40.04
12.81,2.28E-02,-40.01
12.82,2.27E-02,-39.98
12.83,2.27E-02,-39.95
12.84,2.27E-02,-39.92
12.85,2.26E-02,-39.89
12.86,2.26E-02,-39.86
12.87,2.26E-02,-39.83
12.88,2.25E-02,-39.79
12.89,2.25E-02,-39.76
12.9,2.25E-02,-39.73
12.91,2.24E-02,-39.7
12.92,2.24E-02,-39.67
12.93,2.24E-02,-39.64
12.94,2.23E-02,-39.61
12.95,2.23E-02,-39.58
12.96,2.23E-02,-39.55
12.97,2.22E-02,-39.52
12.98,2.22E-02,-39.49
12.99,2.22E-02,-39.46
13,2.22E-02,-39.43
13.01,2.21E-02,-39.4
13.02,2.21E-02,-39.37
13.03,2.21E-02,-39.34
13.04,2.20E-02,-39.31
13.05,2.20E-02,-39.28
13.06,2.20E-02,-39.25
13.07,2.19E-02,-39.22
13.08,2.19E-02,-39.19
13.09,2.19E-02,-39.16
13.1,2.18E-02,-39.13
13.11,2.18E-02,-39.1
13.12,2.18E-02,-39.07
13.13,2.18E-02,-39.04
13.14,2.17E-02,-39.01
13.15,2.17E-02,-38.98
13.16,2.17E-02,-38.95
13.17,2.16E-02,-38.92
13.18,2.16E-02,-38.89
13.19,2.16E-02,-38.86
13.2,2.16E-02,-38.83
13.21,2.15E-02,-38.8
13.22,2.15E-02,-38.77
13.23,2.15E-02,-38.74
13.24,2.14E-02,-38.71
13.25,2.14E-02,-38.68
13.26,2.14E-02,-38.65
13.27,2.13E-02,-38.62
13.28,2.13E-02,-38.59
13.29,2.13E-02,-38.57
13.3,2.13E-02,-38.54
13.31,2.12E-02,-38.51
13.32,2.12E-02,-38.48
13.33,2.12E-02,-38.45
13.34,2.11E-02,-38.42
13.35,2.11E-02,-38.39
13.36,2.11E-02,-38.36
13.37,2.11E-02,-38.33
13.38,2.10E-02,-38.31
13.39,2.10E-02,-38.28
13.4,2.10E-02,-38.25
13.41,2.09E-02,-38.22
13.42,2.09E-02,-38.19
13.43,2.09E-02,-38.16
13.44,2.09E-02,-38.13
13.45,2.08E-02,-38.11
13.46,2.08E-02,-38.08
13.47,2.08E-02,-38.05
13.48,2.07E-02,-38.02
13.49,2.07E-02,-37.99
13.5,2.07E-02,-37.97
13.51,2.07E-02,-37.94
13.52,2.06E-02,-37.91
13.53,2.06E-02,-37.88
13.54,2.06E-02,-37.85
13.55,2.05E-02,-37.82
13.56,2.05E-02,-37.8
13.57,2.05E-02,-37.77
13.58,2.05E-02,-37.74
13.59,2.04E-02,-37.71
13.6,2.04E-02,-37.69
13.61,2.04E-02,-37.66
13.62,2.04E-02,-37.63
13.63,2.03E-02,-37.6
13.64,2.03E-02,-37.58
13.65,2.03E-02,-37.55
13.66,2.02E-02,-37.52
13.67,2.02E-02,-37.49
13.68,2.02E-02,-37.47
13.69,2.02E-02,-37.44
13.7,2.01E-02,-37.41
13.71,2.01E-02,-37.38
13.72,2.01E-02,-37.36
13.73,2.01E-02,-37.33
13.74,2.00E-02,-37.3
13.75,2.00E-02,-37.27
13.76,2.00E-02,-37.25
13.77,2.00E-02,-37.22
13.78,1.99E-02,-37.19
13.79,1.99E-02,-37.17
13.8,1.99E-02,-37.14
13.81,1.98E-02,-37.11
13.82,1.98E-02,-37.09
13.83,1.98E-02,-37.06
13.84,1.98E-02,-37.03
13.85,1.97E-02,-37
13.86,1.97E-02,-36.98
13.87,1.97E-02,-36.95
13.88,1.97E-02,-36.92
13.89,1.96E-02,-36.9
13.9,1.96E-02,-36.87
13.91,1.96E-02,-36.85
13.92,1.96E-02,-36.82
13.93,1.95E-02,-36.79
13.94,1.95E-02,-36.77
13.95,1.95E-02,-36.74
13.96,1.95E-02,-36.71
13.97,1.94E-02,-36.69
13.98,1.94E-02,-36.66
13.99,1.94E-02,-36.63
14,1.94E-02,-36.61
14.01,1.93E-02,-36.58
14.02,1.93E-02,-36.56
14.03,1.93E-02,-36.53
14.04,1.93E-02,-36.5
14.05,1.92E-02,-36.48
14.06,1.92E-02,-36.45
14.07,1.92E-02,-36.43
14.08,1.92E-02,-36.4
14.09,1.91E-02,-36.37
14.1,1.91E-02,-36.35
14.11,1.91E-02,-36.32
14.12,1.91E-02,-36.3
14.13,1.90E-02,-36.27
14.14,1.90E-02,-36.25
14.15,1.90E-02,-36.22
14.16,1.90E-02,-36.19
14.17,1.89E-02,-36.17
14.18,1.89E-02,-36.14
14.19,1.89E-02,-36.12
14.2,1.89E-02,-36.09
14.21,1.88E-02,-36.07
14.22,1.88E-02,-36.04
14.23,1.88E-02,-36.02
14.24,1.88E-02,-35.99
14.25,1.87E-02,-35.97
14.26,1.87E-02,-35.94
14.27,1.87E-02,-35.92
14.28,1.87E-02,-35.89
14.29,1.86E-02,-35.86
14.3,1.86E-02,-35.84
14.31,1.86E-02,-35.81
14.32,1.86E-02,-35.79
14.33,1.85E-02,-35.76
14.34,1.85E-02,-35.74
14.35,1.85E-02,-35.71
14.36,1.85E-02,-35.69
14.37,1.84E-02,-35.66
14.38,1.84E-02,-35.64
14.39,1.84E-02,-35.62
14.4,1.84E-02,-35.59
14.41,1.84E-02,-35.57
14.42,1.83E-02,-35.54
14.43,1.83E-02,-35.52
14.44,1.83E-02,-35.49
14.45,1.83E-02,-35.47
14.46,1.82E-02,-35.44
14.47,1.82E-02,-35.42
14.48,1.82E-02,-35.39
14.49,1.82E-02,-35.37
14.5,1.81E-02,-35.34
14.51,1.81E-02,-35.32
14.52,1.81E-02,-35.3
14.53,1.81E-02,-35.27
14.54,1.81E-02,-35.25
14.55,1.80E-02,-35.22
14.56,1.80E-02,-35.2
14.57,1.80E-02,-35.18
14.58,1.80E-02,-35.15
14.59,1.79E-02,-35.13
14.6,1.79E-02,-35.1
14.61,1.79E-02,-35.08
14.62,1.79E-02,-35.05
14.63,1.78E-02,-35.03
14.64,1.78E-02,-35.01
14.65,1.78E-02,-34.98
14.66,1.78E-02,-34.96
14.67,1.78E-02,-34.94
14.68,1.77E-02,-34.91
14.69,1.77E-02,-34.89
14.7,1.77E-02,-34.86
14.71,1.77E-02,-34.84
14.72,1.76E-02,-34.82
14.73,1.76E-02,-34.79
14.74,1.76E-02,-34.77
14.75,1.76E-02,-34.75
14.76,1.76E-02,-34.72
14.77,1.75E-02,-34.7
14.78,1.75E-02,-34.67
14.79,1.75E-02,-34.65
14.8,1.75E-02,-34.63
14.81,1.74E-02,-34.6
14.82,1.74E-02,-34.58
14.83,1.74E-02,-34.56
14.84,1.74E-02,-34.53
14.85,1.74E-02,-34.51
14.86,1.73E-02,-34.49
14.87,1.73E-02,-34.46
14.88,1.73E-02,-34.44
14.89,1.73E-02,-34.42
14.9,1.73E-02,-34.4
14.91,1.72E-02,-34.37
14.92,1.72E-02,-34.35
14.93,1.72E-02,-34.33
14.94,1.72E-02,-34.3
14.95,1.71E-02,-34.28
14.96,1.71E-02,-34.26
14.97,1.71E-02,-34.23
14.98,1.71E-02,-34.21
14.99,1.71E-02,-34.19
15,1.70E-02,-34.17
